Keys,English,Vietnamese,Chinese (Simplified),$Chinese (Traditional),Japanese,French,German,Spanish,Portuguese [pt-PT],Arabic,Russian,Korean,Italian,Hindi,Philipine [tl],Indo,Thai,Turkis
TXT_PLAY_ANY_MODE_X_TIMES,Play Any Mode {x} Times,Chơi Mọi Chế độ {x} Lần,玩任意模式 {x} 次,玩任意模式 {x} 次,任意のモードを {x} 回プレイする,Jouez à N'importe Quel Mode {x} fois,Spielen Sie Einen Beliebigen Modus {x} Mal,Juega En Cualquier Modo {x} Veces,Jogue Em Qualquer Modo {x} Vezes,تشغيل أي وضع {x} مرة,воспроизвести любой режим {x} раз,모든 모드 {x}회 플레이,Gioca In Qualsiasi Modalità {x} Volte,कोई भी मोड {x} बार चलाएं,I-Play Ang Any Mode {x} Times,Mainkan Mode Apa Saja {x} Kali,เล่นโหมดใดก็ได้ {x} ครั้ง,Herhangi Bir Modu {x} Kez Oynat
TXT_PLAY_BATTLE_X_TIMES,Play Battle {x} Times,Chơi Trận Chiến {x} Lần,进行战斗 {x} 次,進行戰鬥 {x} 次,バトルを {x} 回プレイする,Jouez à La Bataille {x} fois,Spielen Sie Battle {x} Mal,Juega La Batalla {x} Veces,Jogue Batalha {x} Vezes,تشغيل Battle {x} Times,сыграть в битве {x} раз,전투 {x}번 플레이,Gioca Battaglia {x} Volte,बैटल {x} बार खेलें,Maglaro Ng Battle {x} Times,Mainkan Pertempuran {x} Kali,เล่นการต่อสู้ {x} ครั้ง,{x} Kez Savaş Oyna
TXT_PLAY_X_GAME_USING_COMMON_HERO,Play Battle {x} Times Using Common Hero,Chơi Trận Chiến {x} Lần Bằng Anh Hùng Thông Thường,使用普通英雄进行战斗 {x} 次,使用普通英雄進行戰鬥 {x} 次,共通ヒーローを使用してバトルを {x} 回プレイする,Jouez à La Bataille {x} fois Avec Un Héros Commun,Spielen Sie Battle {x} Mal Mit Common Hero,Juega Battle {x} Veces Usando Common Hero,Jogue Battle {x} Vezes Usando O Herói Comum,العب Battle {x} Times باستخدام Common Hero,"сыграйте в битве {x} раз, используя обычного героя",일반 영웅을 사용하여 전투 {x}번 플레이,Gioca Battaglia {x} Volte Usando L'eroe Comune,कॉमन हीरो का उपयोग करके बैटल {x} बार खेलें,Maglaro Ng Battle {x} Times Gamit Ang Common Hero,Mainkan Battle {x} Kali Menggunakan Common Hero,เล่นการต่อสู้ {x} ครั้งโดยใช้ฮีโร่ทั่วไป,Ortak Kahraman Kullanarak {x} Kez Savaş Oynayın
TXT_PLAY_X_GAME_USING_LEGENDARY_HERO,Play {x} Game Using Legendary Hero,Chơi Trận Chiến {x} Lần Bằng Anh Hùng Huyền Thoại,使用传奇英雄玩 {x} 游戏,使用傳奇英雄玩 {x} 遊戲,伝説のヒーローを使用して {x} ゲームをプレイする,Jouez à {x} jeu Avec Un Héros Légendaire,Spiele {x} Spiel Mit Dem Legendären Helden,Juega {x} Juego Usando El Héroe Legendario,Jogue {x} Jogo Usando O Herói Lendário,العب لعبة {x} باستخدام البطل الأسطوري,"сыграть {x} игру, используя легендарного героя",전설적인 영웅을 사용하여 {x} 게임 플레이,Gioca A {x} Partita Usando L'eroe Leggendario,पौराणिक नायक का उपयोग करके {x} गेम खेलें,Maglaro Ng {x} Game Gamit Ang Legendary Hero,Mainkan Game {x} Menggunakan Pahlawan Legendaris,เล่นเกม {x} โดยใช้ฮีโร่ในตำนาน,Efsanevi Kahraman Kullanarak {x} Oyunu Oynayın
TXT_PLAY_X_GAME_USING_RARE_HERO,Play {x} Game Using Rare Hero,Chơi Trận Chiến {x} Lần Bằng Anh Hùng Hiếm,使用稀有英雄玩 {x} 游戏,使用稀有英雄玩 {x} 遊戲,レアヒーローを使用して {x} ゲームをプレイする,Jouez à {x} jeu Avec Un Héros Rare,Spielen Sie {x} Spiel Mit Rare Hero,Juega {x} Juego Usando Rare Hero,Jogar {x} Jogo Usando Herói Raro,العب لعبة {x} باستخدام Rare Hero,"сыграть {x} игру, используя редкого героя",희귀 영웅을 사용하여 {x} 게임 플레이,Gioca A {x} Gioco Usando L'eroe Raro,रेयर हीरो का उपयोग करके {x} गेम खेलें,Maglaro Ng {x} Game Gamit Ang Rare Hero,Mainkan Game {x} Menggunakan Pahlawan Langka,เล่นเกม {x} โดยใช้ฮีโร่หายาก,Nadir Kahraman Kullanarak {x} Oyunu Oynayın
TXT_PLAY_X_GAME_USING_UNIQUE_HERO,Play {x} Game Using Unique Hero,Chơi Trận Chiến {x} Lần Bằng Anh Hùng Độc Nhất,使用独特英雄玩 {x} 游戏,使用獨特英雄玩 {x} 遊戲,ユニークなヒーローを使って {x} ゲームをプレイする,Jouez à {x} jeu Avec Un Héros Unique,Spielen Sie {x} Spiel Mit Unique Hero,Juega {x} Juego Usando Unique Hero,Jogue {x} Jogo Usando O Herói único,العب لعبة {x} باستخدام البطل الفريد,"сыграть {x} игру, используя уникального героя",독특한 영웅을 사용하여 {x} 게임 플레이,Gioca A {x} Partita Usando L'eroe Unico,अद्वितीय हीरो का उपयोग करके {x} गेम खेलें,Maglaro Ng {x} Game Gamit Ang Natatanging Bayani,Mainkan Game {x} Menggunakan Pahlawan Unik,เล่นเกม {x} โดยใช้ฮีโร่ที่ไม่ซ้ำใคร,Eşsiz Kahraman Kullanarak {x} Oyunu Oynayın
TXT_PLEASE_RATE_AND_HELP_US_GET_BETTER,Please rate and help us get better.,Vui lòng đánh giá và giúp chúng tôi trở nên tốt hơn,请评价并帮助我们做得更好,請評價並幫助我們做得更好,評価して改善にご協力ください,Veuillez évaluer et nous aider à nous améliorer,"Bitte bewerten Sie und helfen Sie uns, besser zu werden",Califica y ayúdanos a mejorar,Avalie e ajude-nos a melhorar,يرجى تقييم ومساعدتنا على التحسن,"Пожалуйста, оцените и помогите нам стать лучше",평가하고 개선할 수 있도록 도와주세요.,Valuta e aiutaci a migliorare,कृपया रेटिंग दें और हमें बेहतर बनाने में मदद करें,Mangyaring i-rate at tulungan kaming maging mas mahusay,Silakan beri peringkat dan bantu kami menjadi lebih baik,กรุณาให้คะแนนและช่วยให้เราดีขึ้น,Lütfen puan verin ve daha iyi olmamıza yardımcı olun
TXT_POPULAR,Popular,Phổ Biến,受欢迎的,,人気のある,Populaire,Beliebt,Popular,Popular,شائع,Популярный,인기 있는,Popolare,लोकप्रिय,Sikat,Populer,เป็นที่นิยม,Popüler
TXT_POPUP_PVP_BATTLE_INFO,"A mode where you can engage in 1v1 battles against other Commanders.
Commanders earn coins upon victory, with more coins awarded at higher tiers!","Chế độ mà bạn có thể tham gia vào các trận chiến 1v1 với các Chỉ huy khác.
Các chỉ huy kiếm được xu khi chiến thắng, với nhiều xu được trao hơn ở các cấp cao hơn!","您可以与其他指挥官进行 1v1 战斗的模式。
指挥官在胜利后赚取金币，等级越高奖励的金币就越多！",,"他の指揮官と1対1で対戦できるモード。
指揮官は勝利するとコインを獲得し、より高い Tier になるほどより多くのコインが与えられます。","Un mode dans lequel vous pouvez participer à des batailles 1v1 contre d'autres commandants.
Les commandants gagnent des pièces lors de leur victoire, et davantage de pièces sont attribuées aux niveaux supérieurs !","Ein Modus, in dem Sie an 1-gegen-1-Kämpfen gegen andere Kommandanten teilnehmen können.
Kommandanten erhalten Münzen, wenn sie siegen, und auf höheren Rängen gibt es noch mehr Münzen!","Un modo en el que puedes participar en batallas 1 contra 1 contra otros comandantes.
Los comandantes ganan monedas tras la victoria, ¡y se otorgan más monedas en niveles más altos!","Um modo onde você pode participar de batalhas 1v1 contra outros Comandantes.
Os comandantes ganham moedas após a vitória, com mais moedas concedidas em níveis mais altos!","وضع يمكنك من خلاله المشاركة في معارك 1 ضد 1 ضد القادة الآخرين.
يكسب القادة عملات معدنية عند النصر، مع منح المزيد من العملات المعدنية في المستويات الأعلى!","Режим, в котором вы можете участвовать в боях 1 на 1 против других командиров.
Командиры зарабатывают монеты за победу, а на более высоких уровнях вы получаете еще больше монет!","다른 사령관과 1v1 전투를 벌일 수 있는 모드입니다.
지휘관은 승리 시 코인을 획득하며, 더 높은 등급일수록 더 많은 코인을 획득할 수 있습니다!","Una modalità in cui puoi impegnarti in battaglie 1v1 contro altri comandanti.
I comandanti guadagnano monete dopo la vittoria, e più monete vengono assegnate ai livelli più alti!","एक मोड जहां आप अन्य कमांडरों के खिलाफ 1v1 लड़ाई में शामिल हो सकते हैं।
कमांडर जीत पर सिक्के अर्जित करते हैं, उच्च स्तर पर अधिक सिक्के दिए जाते हैं!","Isang mode kung saan maaari kang makisali sa 1v1 na laban laban sa iba pang Commander.
Ang mga kumander ay nakakakuha ng mga barya sa tagumpay, na may higit pang mga barya na iginawad sa mas matataas na tier!","Mode di mana Anda dapat terlibat dalam pertarungan 1v1 melawan Komandan lainnya.
Komandan mendapatkan koin setelah menang, dan lebih banyak koin diberikan pada tingkat yang lebih tinggi!","โหมดที่คุณสามารถเข้าร่วมในการรบ 1ต่อ1 กับผู้บังคับการคนอื่นๆ
ผู้บังคับการจะได้รับเหรียญเมื่อได้รับชัยชนะ พร้อมเหรียญมากขึ้นที่มอบให้ในระดับที่สูงกว่า!","Diğer Komutanlara karşı 1v1 savaşlara girebileceğiniz bir mod.
Komutanlar zaferden sonra jeton kazanır ve daha yüksek seviyelerde daha fazla jeton verilir!"
TXT_PORTRAIT,Portrait,Chân Dung,肖像,肖像,肖像画,Portrait,Porträt,Retrato,Retrato,لَوحَة,Портрет,초상화,Ritratto,चित्र,Portrait,Potret,ภาพเหมือน,Vesika
TXT_PREMIUM_PASS,Premium Pass,Vé Cao Cấp,高级通行证,高級通行證,プレミアムパス,Pass Premium,Premium-Pass,Pase Premium,Passe Premium,تمريرة متميزة,Премиальный Пропуск,프리미엄 패스,Abbonamento Premium,प्रीमियम पास,Premium Pass,Lulus Premium,บัตรผ่านพรีเมี่ยม,Premium Geçiş
TXT_PREPARE,Prepare,Chuẩn Bị,准备,準備,準備,Préparer,Vorbereiten,Preparar,Preparar,يحضر,Подготовить,준비하다,Preparare,तैयार करना,Maghanda,Mempersiapkan,เตรียมตัว,Hazırlanmak
TXT_PRICE_HIGH_TO_LOW,Price: High to Low,Giá: Cao đến thấp,价格：从高到低,,価格: 高から低まで,Prix : haut à bas,Preis: Hoch bis niedrig,Precio: de mayor a menor,Preço: alto a baixo,السعر: من الأعلى إلى الأقل,Цена: от высокой к низкой,가격: 높음에서 낮음,Prezzo: da alto a basso,कीमत: उच्च से निम्न,Presyo: Mataas hanggang Mababa,Harga: Tinggi ke Rendah,ราคา: สูงไปต่ำ,Fiyat: Yüksekten Düşüğe
TXT_PRICE_LOW_TO_HIGH,Price: Low to High,Giá: Thấp đến Cao,价格：从低到高,,価格: 低価格から高価格,Prix : faible à élevé,Preis: Niedrig bis hoch,Precio: de menor a mayor,Preço: baixo a alto,السعر: من الأقل إلى الأعلى,Цена: от низкой до высокой,가격: 낮음순,Prezzo: da basso ad alto,कीमतों का उतार - चढ़ाव,Presyo: Mababa hanggang Mataas,Harga: Rendah ke Tinggi,ราคา: จากต่ำไปสูง,Fiyat: Düşükten Yükseğe
TXT_PRICE_OF_EACH_CARD,Price of each card,Giá mỗi thẻ,每张卡的价格,,各カードの価格,Prix ​​de chaque carte,Preis pro Karte,Precio de cada tarjeta,Preço de cada cartão,سعر كل بطاقة,Цена каждой карты,카드별 가격,Prezzo di ogni carta,प्रत्येक कार्ड की कीमत,Presyo ng bawat card,Harga setiap kartu,ราคาบัตรแต่ละใบ,Her kartın fiyatı
TXT_PRICE_RANGE,Price Range,Phạm Vi Giá,价格范围,,価格帯,Fourchette De Prix,Preisklasse,Gama De Precios,Faixa De Preço,النطاق السعري,Ценовой Диапазон,가격대,Fascia Di Prezzo,मूल्य सीमा,Hanay Ng Presyo,Kisaran Harga,ช่วงราคา,Fiyat Aralığı
TXT_PRIVACY_POLICY,Privacy Policy,Chính Sách Bảo Mật,隐私政策,,プライバシーポリシー,Politique De Confidentialité,Datenschutzrichtlinie,Política De Privacidad,Política De Privacidade,سياسة الخصوصية,Политика Конфиденциальности,개인 정보 보호 정책,Politica Sulla Riservatezza,गोपनीयता नीति,Patakaran Sa Privacy,Kebijakan Privasi,นโยบายความเป็นส่วนตัว,Gizlilik Politikası
TXT_PRO,Pro,Chuyên Nghiệp,专业,,プロ,Pro,Profi,Pro,Pró,طليعة,Про,찬성,Pro,समर्थक,Pro,Pro,มือโปร,Profesyonel
TXT_PROCESSING,Processing,Đang Xử Lý,加工,加工,処理,Traitement,Wird Bearbeitet,Procesando,Em Processamento,يعالج,Обработка,처리,In Lavorazione,प्रसंस्करण,Pagpoproseso,Pengolahan,กำลังประมวลผล,Işleme
TXT_PROCESSING_PURCHASE,Processing Purchase,Xử Lý Mua Hàng,加工采购,加工採購,購入の処理,Traitement De L'achat,Abwicklung Des Kaufs,Procesando Compra,Processando Compra,شراء المعالجة,Обработка Покупки,구매 처리 중,Elaborazione Acquisto,प्रसंस्करण खरीद,Pagpoproseso Ng Pagbili,Memproses Pembelian,การประมวลผลการซื้อ,Satın Alma Işlemi
TXT_PROCLUB,Pro Club,Câu Lạc Bộ Chuyên Nghiệp,职业俱乐部,職業俱樂部,プロクラブ,Club Professionnel,Profi-Club,Club Profesional,Clube Profissional,نادي محترف,Профессиональный Клуб,프로 클럽,Club Professionistico,प्रो क्लब,Pro Club,Klub Profesional,สโมสรโปร,Profesyonel Kulüp
